asset,policy_id,asset_name,quantity,name,description,ticker
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86407d775a5fbf16eea7d6913f2415d40f12ee46991962cb06b59e0d39de3bc2d4,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,407d775a5fbf16eea7d6913f2415d40f12ee46991962cb06b59e0d39de3bc2d4,5383927,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1ff24330f3ed45bd1285212d74688b05176982f75052df56a37d69acaeb7b3184,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,ff24330f3ed45bd1285212d74688b05176982f75052df56a37d69acaeb7b3184,1,,,
4521d04f91d098d07195696b9511d3c6d1e0202da6787a4e5b26a05a6444,4521d04f91d098d07195696b9511d3c6d1e0202da6787a4e5b26a05a,6444,1000000000000,,,
fa5023c35afd24afacc566477fc8eb1adc990d1fa61c0dda40d04173534e454b424c5545,fa5023c35afd24afacc566477fc8eb1adc990d1fa61c0dda40d04173,534e454b424c5545,76420690000,,,
b34b3ea80060ace9427bda98690a73d33840e27aaa8d6edb7f0c757a634e455441,b34b3ea80060ace9427bda98690a73d33840e27aaa8d6edb7f0c757a,634e455441,1000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb11bfbf531056871c58022c2fce1baf8b73ed6640c1defc6d45f4868521b1993d3,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,1bfbf531056871c58022c2fce1baf8b73ed6640c1defc6d45f4868521b1993d3,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb17bd5a1d711d198ccec9de779fa8588089e32747a793d7fa70b7889f1ef9a551f,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,7bd5a1d711d198ccec9de779fa8588089e32747a793d7fa70b7889f1ef9a551f,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb117c99896a14472eee44eb2fd8e5fea35dc053b2416a5597295fab9fb6f196412,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,17c99896a14472eee44eb2fd8e5fea35dc053b2416a5597295fab9fb6f196412,1,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d8637416285b29619a2840832cd61bbaceaaf75789a36241f8bc3208aeb23b37c1c,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,37416285b29619a2840832cd61bbaceaaf75789a36241f8bc3208aeb23b37c1c,5548235110,,,
64affc1497d0e4a8f22c18a74cd51af2a048dcb9547c1e43da4a38f2435237434f434b,64affc1497d0e4a8f22c18a74cd51af2a048dcb9547c1e43da4a38f2,435237434f434b,1000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb13171830522803754e50eaa20edb3b25fd5ec379745968f9ca440324ce38f4312,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,3171830522803754e50eaa20edb3b25fd5ec379745968f9ca440324ce38f4312,1,,,
dda5fdb1002f7389b33e036b6afee82a8189becb6cba852e8b79b4fb0014df1047454e53,dda5fdb1002f7389b33e036b6afee82a8189becb6cba852e8b79b4fb,0014df1047454e53,100000000000000,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86dfe1be4e42a1cf6a8f5648e904bef0b4b11ee8ca4131521b5256856ef34e3486,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,dfe1be4e42a1cf6a8f5648e904bef0b4b11ee8ca4131521b5256856ef34e3486,1893784882114,,,
95b1962fbb6c42c1a16a3ac60459806e7ee7dba4f845e4498082524f4e474d49,95b1962fbb6c42c1a16a3ac60459806e7ee7dba4f845e4498082524f,4e474d49,69000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1a465ba9ce58276addfb82f2bffa570ef1113dc659140a77146a7d669c8e205ba,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,a465ba9ce58276addfb82f2bffa570ef1113dc659140a77146a7d669c8e205ba,1,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86d428a6049c734eb67232478b3fcd0242d5d9e2e420f6b68ce1f6c47df280e460,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,d428a6049c734eb67232478b3fcd0242d5d9e2e420f6b68ce1f6c47df280e460,589287,,,
fbae99b8679369079a7f6f0da14a2cf1c2d6bfd3afdf3a96a64ab67a0014df1047454e5358,fbae99b8679369079a7f6f0da14a2cf1c2d6bfd3afdf3a96a64ab67a,0014df1047454e5358,1000000000000000,,,
7f0e7acbe73d7777e89bd22ae1a24ad4583ed31042c56b0dcc709af85241494e424f57,7f0e7acbe73d7777e89bd22ae1a24ad4583ed31042c56b0dcc709af8,5241494e424f57,5000000000000,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86a90d0b0d6584601e1fcef2de29b2712c0b231fcc3d36cff2dfc5512e18678431,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,a90d0b0d6584601e1fcef2de29b2712c0b231fcc3d36cff2dfc5512e18678431,120281041,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1b51400a8fd24ee7bd609865936bd971f4771f1e9510ba4f168a92ce30bf9c0d5,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,b51400a8fd24ee7bd609865936bd971f4771f1e9510ba4f168a92ce30bf9c0d5,1,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d869f692349af450e68e02abb291e3bcabe42251029498dd0482d8b6b0a740a40d8,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,9f692349af450e68e02abb291e3bcabe42251029498dd0482d8b6b0a740a40d8,1334786280837,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86571cdbdfae07f098049b917007366cca8f2e0770a7b2bae5f7726f36849fbcb9,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,571cdbdfae07f098049b917007366cca8f2e0770a7b2bae5f7726f36849fbcb9,672208365430,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb124e1ab7ab6cb52a5cd6896611150124e9b2cce9b0cb0c29e519f2621f24074ca,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,24e1ab7ab6cb52a5cd6896611150124e9b2cce9b0cb0c29e519f2621f24074ca,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1e5eebae53ccfc5e02da13dca0b451f46fe50d6725323f8ecb273f192cc3a47ce,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,e5eebae53ccfc5e02da13dca0b451f46fe50d6725323f8ecb273f192cc3a47ce,1,,,
1d7f33bd23d85e1a25d87d86fac4f199c3197a2f7afeb662a0f34e1e776f726c646d6f62696c65746f6b656e,1d7f33bd23d85e1a25d87d86fac4f199c3197a2f7afeb662a0f34e1e,776f726c646d6f62696c65746f6b656e,2000000000000000,,,
b6a7467ea1deb012808ef4e87b5ff371e85f7142d7b356a40d9b42a0436f726e75636f70696173205b76696120436861696e506f72742e696f5d,b6a7467ea1deb012808ef4e87b5ff371e85f7142d7b356a40d9b42a0,436f726e75636f70696173205b76696120436861696e506f72742e696f5d,341557474485886,,,
533bb94a8850ee3ccbe483106489399112b74c905342cb1792a797a0494e4459,533bb94a8850ee3ccbe483106489399112b74c905342cb1792a797a0,494e4459,35000000000000,,,
d914768d4d13ef37bca1a2a8409f3ffd7a138783421f6a984e52108d5748414c45,d914768d4d13ef37bca1a2a8409f3ffd7a138783421f6a984e52108d,5748414c45,10000000000,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86b3eb4290867e373d78ef1f2b88edd08f74eb48a70b45f5c293ea9779f215a0c2,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,b3eb4290867e373d78ef1f2b88edd08f74eb48a70b45f5c293ea9779f215a0c2,31283667142,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb139b9b709ac8605fc82116a2efc308181ba297c11950f0f350001e28f0e50868b,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,39b9b709ac8605fc82116a2efc308181ba297c11950f0f350001e28f0e50868b,1,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86ee309ce6f254ab999ca8f787aa5bda124574669da647da26b74c22c2ff931409,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,ee309ce6f254ab999ca8f787aa5bda124574669da647da26b74c22c2ff931409,302886571,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86620719c204a0338059aad43b35332b9353216c719901c8ca9f726ae4ec313da5,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,620719c204a0338059aad43b35332b9353216c719901c8ca9f726ae4ec313da5,49634556474417,,,
ee0633e757fdd1423220f43688c74678abde1cead7ce265ba8a24fcd43424c50,ee0633e757fdd1423220f43688c74678abde1cead7ce265ba8a24fcd,43424c50,1000000000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb167cf5032e607be9298c9be9b932d691f26e9fdbc676f30a8d9fa03bc419b48d0,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,67cf5032e607be9298c9be9b932d691f26e9fdbc676f30a8d9fa03bc419b48d0,1,,,
dd4fafd2b80bfeab1f6699f39b564f71f34d374185868545514c292253414954414d41,dd4fafd2b80bfeab1f6699f39b564f71f34d374185868545514c2922,53414954414d41,100000000000,,,
5612bee388219c1b76fd527ed0fa5aa1d28652838bcab4ee4ee63197446973636f696e,5612bee388219c1b76fd527ed0fa5aa1d28652838bcab4ee4ee63197,446973636f696e,577777777700000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1df88a770e300f248b776231b96da4525ce0f54bc457310efe27a03f2c14bb18f,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,df88a770e300f248b776231b96da4525ce0f54bc457310efe27a03f2c14bb18f,1,,,
8fef2d34078659493ce161a6c7fba4b56afefa8535296a5743f6958741414441,8fef2d34078659493ce161a6c7fba4b56afefa8535296a5743f69587,41414441,29500000000000,,,
3cbb2431cbb99954e2a2d6bda793f8d9bffa0150dc37f89db6676a2c504f4f4c,3cbb2431cbb99954e2a2d6bda793f8d9bffa0150dc37f89db6676a2c,504f4f4c,1000000000,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86a465ba9ce58276addfb82f2bffa570ef1113dc659140a77146a7d669c8e205ba,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,a465ba9ce58276addfb82f2bffa570ef1113dc659140a77146a7d669c8e205ba,2980058868103,,,
13aa2accf2e1561723aa26871e071fdf32c867cff7e7d50ad470d62f4d494e53574150,13aa2accf2e1561723aa26871e071fdf32c867cff7e7d50ad470d62f,4d494e53574150,3382,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86e9c9d9fd709411917202dbfdbf8d0a971c88e8dd2cc471baed49fa4c70a8ea2c,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,e9c9d9fd709411917202dbfdbf8d0a971c88e8dd2cc471baed49fa4c70a8ea2c,425871,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb169e472870f9610906438810ac0f1e1a3cef116d52b64d893bacb610fd116e2df,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,69e472870f9610906438810ac0f1e1a3cef116d52b64d893bacb610fd116e2df,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb100cf5d6dd4ba7e5b5fac3e45b415a2f53a0c56cb64a5d4b54ce942670ac05b41,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,00cf5d6dd4ba7e5b5fac3e45b415a2f53a0c56cb64a5d4b54ce942670ac05b41,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1d98f88f79d46360928c65e093a956233d065f2c1fa78568298011b0e0caa11d5,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,d98f88f79d46360928c65e093a956233d065f2c1fa78568298011b0e0caa11d5,1,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d861bfbf531056871c58022c2fce1baf8b73ed6640c1defc6d45f4868521b1993d3,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,1bfbf531056871c58022c2fce1baf8b73ed6640c1defc6d45f4868521b1993d3,3000328,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1634453b0f347546654a8d6a16611f8686ceab0a3515c331c047c08fef050f628,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,634453b0f347546654a8d6a16611f8686ceab0a3515c331c047c08fef050f628,1,,,
5a297aeb79ba4281a153b43f4ff0ed25bc88b7ddc8ba5261b01baec45552474f,5a297aeb79ba4281a153b43f4ff0ed25bc88b7ddc8ba5261b01baec4,5552474f,2000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1bdfd144032f09ad980b8d205fef0737c2232b4e90a5d34cc814d0ef687052400,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,bdfd144032f09ad980b8d205fef0737c2232b4e90a5d34cc814d0ef687052400,1,,,
ffb1abe9fe93ee9f13874403a3d4f8addaa65fbf22d5d7f41c087d8e4d5554414e54,ffb1abe9fe93ee9f13874403a3d4f8addaa65fbf22d5d7f41c087d8e,4d5554414e54,40000000,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86c2dd32c8e1339fb458a172a9e855871a06314644bc33b596d85cf920962e7acd,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,c2dd32c8e1339fb458a172a9e855871a06314644bc33b596d85cf920962e7acd,529544398,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1e798a383e2cc6249c67a0fdaa74cc42bb10184593ecd4bc43aa367d105408e8e,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,e798a383e2cc6249c67a0fdaa74cc42bb10184593ecd4bc43aa367d105408e8e,1,,,
1774343241680e4daef7cbfe3536fc857ce23fb66cd0b66320b2e3dd4249534f4e,1774343241680e4daef7cbfe3536fc857ce23fb66cd0b66320b2e3dd,4249534f4e,1000000000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1620719c204a0338059aad43b35332b9353216c719901c8ca9f726ae4ec313da5,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,620719c204a0338059aad43b35332b9353216c719901c8ca9f726ae4ec313da5,1,,,
f7b69a06c4213f3fbcf6c9cbf20b8d6acbc89ff05269a5a56bd04cf343484144,f7b69a06c4213f3fbcf6c9cbf20b8d6acbc89ff05269a5a56bd04cf3,43484144,100000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1c80187f67d1ba761d785cc52a72e25c678f45484739212485f28fa3be62be2ab,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,c80187f67d1ba761d785cc52a72e25c678f45484739212485f28fa3be62be2ab,1,,,
5d16cc1a177b5d9ba9cfa9793b07e60f1fb70fea1f8aef064415d114494147,5d16cc1a177b5d9ba9cfa9793b07e60f1fb70fea1f8aef064415d114,494147,1000000000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1b3eb4290867e373d78ef1f2b88edd08f74eb48a70b45f5c293ea9779f215a0c2,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,b3eb4290867e373d78ef1f2b88edd08f74eb48a70b45f5c293ea9779f215a0c2,1,,,
279c909f348e533da5808898f87f9a14bb2c3dfbbacccd631d927a3f534e454b,279c909f348e533da5808898f87f9a14bb2c3dfbbacccd631d927a3f,534e454b,76715880000,,,
e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d8667cf5032e607be9298c9be9b932d691f26e9fdbc676f30a8d9fa03bc419b48d0,e4214b7cce62ac6fbba385d164df48e157eae5863521b4b67ca71d86,67cf5032e607be9298c9be9b932d691f26e9fdbc676f30a8d9fa03bc419b48d0,780680703864,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb17925263b1aff069a191db67d5ac185c029f7f43e084a4ef6e5fa2848a56e2aa6,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,7925263b1aff069a191db67d5ac185c029f7f43e084a4ef6e5fa2848a56e2aa6,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1a90d0b0d6584601e1fcef2de29b2712c0b231fcc3d36cff2dfc5512e18678431,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,a90d0b0d6584601e1fcef2de29b2712c0b231fcc3d36cff2dfc5512e18678431,1,,,
ad1c1ed3a0bb6f83630ef052a31b71ba3287bf4bafa8370758f14d315349434b,ad1c1ed3a0bb6f83630ef052a31b71ba3287bf4bafa8370758f14d31,5349434b,800000000000,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1e1fbd7cc708b6b11673270b8ee4573661160c08ae6d1efbc17ebe766266b2e94,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,e1fbd7cc708b6b11673270b8ee4573661160c08ae6d1efbc17ebe766266b2e94,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb137416285b29619a2840832cd61bbaceaaf75789a36241f8bc3208aeb23b37c1c,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,37416285b29619a2840832cd61bbaceaaf75789a36241f8bc3208aeb23b37c1c,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1dfe1be4e42a1cf6a8f5648e904bef0b4b11ee8ca4131521b5256856ef34e3486,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,dfe1be4e42a1cf6a8f5648e904bef0b4b11ee8ca4131521b5256856ef34e3486,1,,,
0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1eeffe8cd32398e38289cc2667380a75dc0a30a279d8dd80131018024d80a365d,0be55d262b29f564998ff81efe21bdc0022621c12f15af08d0f2ddb1,eeffe8cd32398e38289cc2667380a75dc0a30a279d8dd80131018024d80a365d,1,,,
